epoch ,time     ,train/box_loss ,train/seg_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,metrics/precision(M) ,metrics/recall(M) ,metrics/mAP50(M) ,metrics/mAP50-95(M) ,val/box_loss ,val/seg_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0      ,lr/pg1      ,lr/pg2
   11 , 4181.93 ,       1.08193 ,       2.40121 ,       1.25833 ,       1.18201 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.00087625  ,0.00087625  ,0.00087625
   12 , 4494.23 ,       1.08181 ,       2.41864 ,       1.25857 ,       1.1884  ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.000863875 ,0.000863875 ,0.000863875
   13 , 4806.03 ,       1.069   ,       2.39381 ,       1.24339 ,       1.1772  ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.0008515   ,0.0008515   ,0.0008515
   14 , 5118.2  ,       1.06781 ,       2.38544 ,       1.23081 ,       1.17494 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.000839125 ,0.000839125 ,0.000839125
   15 , 5427.52 ,       1.05788 ,       2.35652 ,       1.2124  ,       1.17433 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.00082675  ,0.00082675  ,0.00082675
   16 , 5737.4  ,       1.0654  ,       2.38113 ,       1.22172 ,       1.17718 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.000814375 ,0.000814375 ,0.000814375
   17 , 6045.88 ,       1.06276 ,       2.37089 ,       1.21038 ,       1.17226 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.000802    ,0.000802    ,0.000802
   18 , 6356.13 ,       1.05669 ,       2.35421 ,       1.203   ,       1.1701  ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.000789625 ,0.000789625 ,0.000789625
   19 , 6665.04 ,       1.05745 ,       2.34441 ,       1.19457 ,       1.16995 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.00077725  ,0.00077725  ,0.00077725
   20 , 6975.38 ,       1.04724 ,       2.33756 ,       1.18698 ,       1.16276 ,             0.64726 ,          0.55518 ,         0.59719 ,            0.44225 ,             0.64008 ,          0.53586 ,         0.56542 ,            0.35798 ,     0.91508 ,     2.0866  ,     1.00104 ,     1.0952  ,0.000764875 ,0.000764875 ,0.000764875
   21 , 7952.51 ,       1.04528 ,       2.33069 ,       1.1815  ,       1.16321 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.0007525   ,0.0007525   ,0.0007525
   22 , 8261.7  ,       1.04112 ,       2.31499 ,       1.17126 ,       1.16185 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000740125 ,0.000740125 ,0.000740125
   23 , 8571.35 ,       1.04612 ,       2.32505 ,       1.17855 ,       1.1636  ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.00072775  ,0.00072775  ,0.00072775
   24 , 8881.33 ,       1.04193 ,       2.32926 ,       1.17267 ,       1.16213 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000715375 ,0.000715375 ,0.000715375
   25 , 9190.98 ,       1.0366  ,       2.31227 ,       1.16001 ,       1.15691 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000703    ,0.000703    ,0.000703
   26 , 9500.67 ,       1.03868 ,       2.30985 ,       1.15823 ,       1.1562  ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000690625 ,0.000690625 ,0.000690625
   27 , 9811.22 ,       1.03538 ,       2.30992 ,       1.15996 ,       1.15634 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.00067825  ,0.00067825  ,0.00067825
   28 ,10121    ,       1.03592 ,       2.2924  ,       1.15544 ,       1.15714 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000665875 ,0.000665875 ,0.000665875
   29 ,10429.5  ,       1.02845 ,       2.28606 ,       1.14489 ,       1.1551  ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.0006535   ,0.0006535   ,0.0006535
   30 ,10738.1  ,       1.03208 ,       2.28352 ,       1.14061 ,       1.15273 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000641125 ,0.000641125 ,0.000641125
   31 ,11047    ,       1.02198 ,       2.27379 ,       1.12741 ,       1.14722 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.00062875  ,0.00062875  ,0.00062875
   32 ,11356.3  ,       1.02458 ,       2.28882 ,       1.1332  ,       1.14971 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000616375 ,0.000616375 ,0.000616375
   33 ,11664.9  ,       1.01949 ,       2.26194 ,       1.11516 ,       1.14528 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000604    ,0.000604    ,0.000604
   34 ,11975.3  ,       1.0144  ,       2.24916 ,       1.11438 ,       1.14298 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000591625 ,0.000591625 ,0.000591625
   35 ,12284.3  ,       1.02088 ,       2.26239 ,       1.11661 ,       1.14251 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.00057925  ,0.00057925  ,0.00057925
   36 ,12593    ,       1.01833 ,       2.25651 ,       1.10619 ,       1.14123 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000566875 ,0.000566875 ,0.000566875
   37 ,12902    ,       1.01959 ,       2.26164 ,       1.10996 ,       1.14476 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.0005545   ,0.0005545   ,0.0005545
   38 ,13210.1  ,       1.01258 ,       2.24289 ,       1.10154 ,       1.14524 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000542125 ,0.000542125 ,0.000542125
   39 ,13519.7  ,       1.00835 ,       2.2458  ,       1.10469 ,       1.1431  ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.00052975  ,0.00052975  ,0.00052975
   40 ,13831.6  ,       1.01402 ,       2.25114 ,       1.09779 ,       1.14247 ,             0.70552 ,          0.59435 ,         0.66447 ,            0.49904 ,             0.70211 ,          0.57433 ,         0.63126 ,            0.40454 ,     0.89375 ,     1.97967 ,     0.88954 ,     1.0832  ,0.000517375 ,0.000517375 ,0.000517375
   41 ,14770.4  ,       1.01438 ,       2.24951 ,       1.09863 ,       1.14177 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000505    ,0.000505    ,0.000505
   42 ,15080.9  ,       1.01204 ,       2.25078 ,       1.10039 ,       1.14083 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000492625 ,0.000492625 ,0.000492625
   43 ,15391.1  ,       1.00425 ,       2.22533 ,       1.0841  ,       1.13405 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.00048025  ,0.00048025  ,0.00048025
   44 ,15702.9  ,       0.99827 ,       2.21212 ,       1.07466 ,       1.13103 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000467875 ,0.000467875 ,0.000467875
   45 ,16015    ,       0.99899 ,       2.21768 ,       1.07452 ,       1.13488 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.0004555   ,0.0004555   ,0.0004555
   46 ,16326.9  ,       1.00333 ,       2.22271 ,       1.07908 ,       1.1323  ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000443125 ,0.000443125 ,0.000443125
   47 ,16639.2  ,       0.99778 ,       2.21214 ,       1.06696 ,       1.1291  ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.00043075  ,0.00043075  ,0.00043075
   48 ,16950.5  ,       0.99477 ,       2.19917 ,       1.05477 ,       1.12885 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000418375 ,0.000418375 ,0.000418375
   49 ,17261.4  ,       0.99689 ,       2.19668 ,       1.05459 ,       1.12825 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000406    ,0.000406    ,0.000406
   50 ,17573.8  ,       0.99346 ,       2.20853 ,       1.05975 ,       1.13173 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000393625 ,0.000393625 ,0.000393625
   51 ,17886.2  ,       0.98925 ,       2.19325 ,       1.05184 ,       1.12628 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.00038125  ,0.00038125  ,0.00038125
   52 ,18196.3  ,       0.98949 ,       2.19478 ,       1.05553 ,       1.12687 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000368875 ,0.000368875 ,0.000368875
   53 ,18507.7  ,       0.98756 ,       2.17626 ,       1.03684 ,       1.12323 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.0003565   ,0.0003565   ,0.0003565
   54 ,18817.9  ,       0.98732 ,       2.18813 ,       1.04241 ,       1.12698 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000344125 ,0.000344125 ,0.000344125
   55 ,19127.7  ,       0.98418 ,       2.17864 ,       1.03231 ,       1.12114 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.00033175  ,0.00033175  ,0.00033175
   56 ,19436.4  ,       0.97756 ,       2.16274 ,       1.02693 ,       1.11754 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000319375 ,0.000319375 ,0.000319375
   57 ,19747.8  ,       0.97353 ,       2.15539 ,       1.01803 ,       1.11528 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000307    ,0.000307    ,0.000307
   58 ,20059    ,       0.98    ,       2.1632  ,       1.02491 ,       1.11984 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000294625 ,0.000294625 ,0.000294625
   59 ,20368.2  ,       0.9737  ,       2.16027 ,       1.0103  ,       1.11452 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.00028225  ,0.00028225  ,0.00028225
   60 ,20679.6  ,       0.97192 ,       2.14677 ,       1.00742 ,       1.11433 ,             0.70115 ,          0.62272 ,         0.67883 ,            0.5119  ,             0.69249 ,          0.60537 ,         0.64505 ,            0.41396 ,     0.88161 ,     1.95251 ,     0.86306 ,     1.07267 ,0.000269875 ,0.000269875 ,0.000269875
   61 ,21532.6  ,       0.97029 ,       2.13856 ,       1.00622 ,       1.11251 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.0002575   ,0.0002575   ,0.0002575
   62 ,21842.3  ,       0.972   ,       2.14897 ,       1.00251 ,       1.1113  ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000245125 ,0.000245125 ,0.000245125
   63 ,22151.3  ,       0.96648 ,       2.13184 ,       0.99417 ,       1.11031 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.00023275  ,0.00023275  ,0.00023275
   64 ,22460.3  ,       0.96352 ,       2.12799 ,       0.99862 ,       1.11146 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000220375 ,0.000220375 ,0.000220375
   65 ,22771.9  ,       0.95685 ,       2.10261 ,       0.97845 ,       1.10681 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000208    ,0.000208    ,0.000208
   66 ,23082.5  ,       0.9619  ,       2.11527 ,       0.98162 ,       1.10687 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000195625 ,0.000195625 ,0.000195625
   67 ,23393.3  ,       0.9533  ,       2.10094 ,       0.97426 ,       1.10518 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.00018325  ,0.00018325  ,0.00018325
   68 ,23702.9  ,       0.95519 ,       2.10134 ,       0.97025 ,       1.10151 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000170875 ,0.000170875 ,0.000170875
   69 ,24013.3  ,       0.948   ,       2.08288 ,       0.97091 ,       1.10296 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.0001585   ,0.0001585   ,0.0001585
   70 ,24323.8  ,       0.95054 ,       2.08513 ,       0.95701 ,       1.09808 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000146125 ,0.000146125 ,0.000146125
   71 ,24630.8  ,       0.89367 ,       1.941   ,       0.83517 ,       1.092   ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.00013375  ,0.00013375  ,0.00013375
   72 ,24934.3  ,       0.88936 ,       1.93878 ,       0.82042 ,       1.08276 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000121375 ,0.000121375 ,0.000121375
   73 ,25240.7  ,       0.88073 ,       1.92196 ,       0.8152  ,       1.08396 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,0.000109    ,0.000109    ,0.000109
   74 ,25543.8  ,       0.87945 ,       1.90746 ,       0.80486 ,       1.08383 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,9.6625e-05  ,9.6625e-05  ,9.6625e-05
   75 ,25849.1  ,       0.87782 ,       1.90511 ,       0.79294 ,       1.08152 ,             0.71669 ,          0.62775 ,         0.68905 ,            0.52084 ,             0.7087  ,          0.61037 ,         0.65493 ,            0.42006 ,     0.87365 ,     1.93058 ,     0.84224 ,     1.06381 ,8.425e-05   ,8.425e-05   ,8.425e-05
   76 ,26657.1  ,       0.87705 ,       1.89444 ,       0.79665 ,       1.0769  ,             0.72931 ,          0.63228 ,         0.69618 ,            0.52615 ,             0.72856 ,          0.60943 ,         0.66206 ,            0.42405 ,     0.86753 ,     1.91128 ,     0.83055 ,     1.05569 ,7.1875e-05  ,7.1875e-05  ,7.1875e-05
   77 ,27506    ,       0.86997 ,       1.88416 ,       0.78239 ,       1.07565 ,             0.73088 ,          0.6315  ,         0.69649 ,            0.52602 ,             0.72773 ,          0.611   ,         0.66181 ,            0.42399 ,     0.86737 ,     1.91077 ,     0.82985 ,     1.05546 ,5.95e-05    ,5.95e-05    ,5.95e-05
   78 ,28342    ,       0.86804 ,       1.8695  ,       0.77628 ,       1.07516 ,             0.72711 ,          0.63467 ,         0.69676 ,            0.52625 ,             0.72718 ,          0.61244 ,         0.6621  ,            0.42417 ,     0.8675  ,     1.91032 ,     0.8296  ,     1.05544 ,4.7125e-05  ,4.7125e-05  ,4.7125e-05
   79 ,29172.6  ,       0.8651  ,       1.86681 ,       0.77518 ,       1.07438 ,             0.72974 ,          0.63386 ,         0.69683 ,            0.52594 ,             0.72809 ,          0.61261 ,         0.66197 ,            0.42411 ,     0.86748 ,     1.90993 ,     0.82958 ,     1.05539 ,3.475e-05   ,3.475e-05   ,3.475e-05
   80 ,30015    ,       0.8598  ,       1.85267 ,       0.75885 ,       1.06968 ,             0.73067 ,          0.63426 ,         0.69716 ,            0.52576 ,             0.72654 ,          0.61361 ,         0.66212 ,            0.42417 ,     0.86751 ,     1.90957 ,     0.83002 ,     1.05515 ,2.2375e-05  ,2.2375e-05  ,2.2375e-05
