epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,12857,0.99907,2.22215,1.11936,1.14061,0.70474,0.60415,0.66624,0.49945,0.6958,0.58727,0.6338,0.40532,0.88331,1.96016,0.89229,1.07947,0.000542125,0.000542125,0.000542125
39,13157.4,0.99383,2.22633,1.12079,1.13705,0.70474,0.60415,0.66624,0.49945,0.6958,0.58727,0.6338,0.40532,0.88331,1.96016,0.89229,1.07947,0.00052975,0.00052975,0.00052975
40,13457.8,1.00096,2.22902,1.11659,1.13853,0.70474,0.60415,0.66624,0.49945,0.6958,0.58727,0.6338,0.40532,0.88331,1.96016,0.89229,1.07947,0.000517375,0.000517375,0.000517375
41,14338,0.99934,2.22714,1.11501,1.13746,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000505,0.000505,0.000505
42,14637.5,0.99707,2.23277,1.11779,1.13756,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000492625,0.000492625,0.000492625
43,14937.9,0.99171,2.20933,1.10533,1.13194,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.00048025,0.00048025,0.00048025
44,15238.9,0.98513,2.19445,1.09325,1.12991,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000467875,0.000467875,0.000467875
45,15539.1,0.98445,2.19695,1.09407,1.13084,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.0004555,0.0004555,0.0004555
46,15839.6,0.98836,2.20485,1.09575,1.13014,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000443125,0.000443125,0.000443125
47,16139.9,0.98245,2.19139,1.08807,1.12785,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.00043075,0.00043075,0.00043075
48,16440.3,0.97904,2.18016,1.07698,1.12484,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000418375,0.000418375,0.000418375
49,16740.8,0.9813,2.17733,1.07487,1.12561,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000406,0.000406,0.000406
50,17041.1,0.9796,2.18667,1.08142,1.12867,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000393625,0.000393625,0.000393625
51,17342.4,0.97624,2.17368,1.07288,1.12573,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.00038125,0.00038125,0.00038125
52,17643.2,0.97564,2.17853,1.07636,1.12528,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000368875,0.000368875,0.000368875
53,17943.8,0.97308,2.15899,1.05676,1.12098,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.0003565,0.0003565,0.0003565
54,18244.2,0.97374,2.17289,1.06248,1.12509,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000344125,0.000344125,0.000344125
55,18544.5,0.97059,2.16184,1.05067,1.11816,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.00033175,0.00033175,0.00033175
56,18845.2,0.96325,2.14875,1.04866,1.11629,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000319375,0.000319375,0.000319375
57,19145.8,0.96175,2.14082,1.03741,1.116,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000307,0.000307,0.000307
58,19447.2,0.96635,2.14545,1.04391,1.11899,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000294625,0.000294625,0.000294625
59,19748.3,0.96048,2.1459,1.03274,1.11255,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.00028225,0.00028225,0.00028225
60,20049,0.9592,2.13025,1.02692,1.11448,0.71932,0.61982,0.68033,0.51397,0.71291,0.60544,0.64766,0.41467,0.87233,1.93336,0.86356,1.07001,0.000269875,0.000269875,0.000269875
61,20886.7,0.95543,2.12203,1.02866,1.11178,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.0002575,0.0002575,0.0002575
62,21187,0.95846,2.131,1.02445,1.11038,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000245125,0.000245125,0.000245125
63,21487.1,0.95289,2.11352,1.01475,1.11113,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.00023275,0.00023275,0.00023275
64,21787.4,0.9519,2.11276,1.02184,1.10997,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000220375,0.000220375,0.000220375
65,22087.5,0.94331,2.08838,1.0005,1.1035,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000208,0.000208,0.000208
66,22388.4,0.95018,2.09979,1.00331,1.10326,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000195625,0.000195625,0.000195625
67,22688.2,0.94088,2.08546,0.99383,1.10261,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.00018325,0.00018325,0.00018325
68,22988.5,0.94384,2.08738,0.99324,1.10111,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000170875,0.000170875,0.000170875
69,23288.5,0.93653,2.06621,0.99087,1.10177,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.0001585,0.0001585,0.0001585
70,23587.8,0.93597,2.06806,0.97579,1.0964,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000146125,0.000146125,0.000146125
71,23882.8,0.87377,1.90293,0.81875,1.08297,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.00013375,0.00013375,0.00013375
72,24176.4,0.87196,1.90201,0.80753,1.08176,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000121375,0.000121375,0.000121375
73,24470.4,0.86666,1.88775,0.8015,1.07738,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,0.000109,0.000109,0.000109
74,24763.9,0.861,1.87272,0.79081,1.07816,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,9.6625e-05,9.6625e-05,9.6625e-05
75,25057.5,0.86074,1.86711,0.78178,1.07549,0.71933,0.62717,0.6918,0.52442,0.71229,0.61085,0.65866,0.42263,0.86559,1.9082,0.84101,1.06294,8.425e-05,8.425e-05,8.425e-05
76,25862.5,0.85612,1.85914,0.78055,1.07214,0.71727,0.63829,0.69742,0.52961,0.71387,0.61858,0.66394,0.42597,0.86107,1.89444,0.82936,1.05724,7.1875e-05,7.1875e-05,7.1875e-05
77,26680.2,0.85006,1.84629,0.76851,1.06742,0.72433,0.63452,0.69779,0.52983,0.71833,0.61593,0.66406,0.42613,0.86092,1.89448,0.82892,1.05685,5.95e-05,5.95e-05,5.95e-05
78,27482,0.85088,1.83648,0.7625,1.06675,0.72764,0.63176,0.69802,0.52994,0.71856,0.61528,0.66431,0.42619,0.86114,1.89437,0.82865,1.05664,4.7125e-05,4.7125e-05,4.7125e-05
79,28292.3,0.84901,1.83616,0.76163,1.06739,0.72846,0.63131,0.69799,0.52982,0.71922,0.61571,0.66459,0.42625,0.86108,1.89385,0.82842,1.05609,3.475e-05,3.475e-05,3.475e-05
80,29079.7,0.84275,1.82024,0.74632,1.06183,0.72857,0.63215,0.69808,0.52976,0.72007,0.61613,0.66477,0.4264,0.86116,1.89334,0.82833,1.05576,2.2375e-05,2.2375e-05,2.2375e-05
